# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+5461	U+006E	synthetic.bulk	压测条目
U+5462	U+006F	synthetic.bulk	压测条目
U+5463	U+0070	synthetic.bulk	压测条目
U+5464	U+0071	synthetic.bulk	压测条目
U+5465	U+0072	synthetic.bulk	压测条目
U+5466	U+0073	synthetic.bulk	压测条目
U+5467	U+0074	synthetic.bulk	压测条目
U+5468	U+0075	synthetic.bulk	压测条目
U+5469	U+0076	synthetic.bulk	压测条目
U+546A	U+0077	synthetic.bulk	压测条目
U+546B	U+0078	synthetic.bulk	压测条目
U+546C	U+0079	synthetic.bulk	压测条目
U+546D	U+007A	synthetic.bulk	压测条目
U+546E	U+0030	synthetic.bulk	压测条目
U+546F	U+0031	synthetic.bulk	压测条目
U+5470	U+0032	synthetic.bulk	压测条目
U+5471	U+0033	synthetic.bulk	压测条目
U+5472	U+0034	synthetic.bulk	压测条目
U+5473	U+0035	synthetic.bulk	压测条目
U+5474	U+0036	synthetic.bulk	压测条目
U+5475	U+0037	synthetic.bulk	压测条目
U+5476	U+0038	synthetic.bulk	压测条目
U+5477	U+0039	synthetic.bulk	压测条目
U+5478	U+0061	synthetic.bulk	压测条目
U+5479	U+0062	synthetic.bulk	压测条目
U+547A	U+0063	synthetic.bulk	压测条目
U+547B	U+0064	synthetic.bulk	压测条目
U+547C	U+0065	synthetic.bulk	压测条目
U+547D	U+0066	synthetic.bulk	压测条目
U+547E	U+0067	synthetic.bulk	压测条目
U+547F	U+0068	synthetic.bulk	压测条目
U+5480	U+0069	synthetic.bulk	压测条目
U+5481	U+006A	synthetic.bulk	压测条目
U+5482	U+006B	synthetic.bulk	压测条目
U+5483	U+006C	synthetic.bulk	压测条目
U+5484	U+006D	synthetic.bulk	压测条目
U+5485	U+006E	synthetic.bulk	压测条目
U+5486	U+006F	synthetic.bulk	压测条目
U+5487	U+0070	synthetic.bulk	压测条目
U+5488	U+0071	synthetic.bulk	压测条目
U+5489	U+0072	synthetic.bulk	压测条目
U+548A	U+0073	synthetic.bulk	压测条目
U+548B	U+0074	synthetic.bulk	压测条目
U+548C	U+0075	synthetic.bulk	压测条目
U+548D	U+0076	synthetic.bulk	压测条目
U+548E	U+0077	synthetic.bulk	压测条目
U+548F	U+0078	synthetic.bulk	压测条目
U+5490	U+0079	synthetic.bulk	压测条目
U+5491	U+007A	synthetic.bulk	压测条目
U+5492	U+0030	synthetic.bulk	压测条目
U+5493	U+0031	synthetic.bulk	压测条目
U+5494	U+0032	synthetic.bulk	压测条目
U+5495	U+0033	synthetic.bulk	压测条目
U+5496	U+0034	synthetic.bulk	压测条目
U+5497	U+0035	synthetic.bulk	压测条目
U+5498	U+0036	synthetic.bulk	压测条目
U+5499	U+0037	synthetic.bulk	压测条目
U+549A	U+0038	synthetic.bulk	压测条目
U+549B	U+0039	synthetic.bulk	压测条目
U+549C	U+0061	synthetic.bulk	压测条目
U+549D	U+0062	synthetic.bulk	压测条目
U+549E	U+0063	synthetic.bulk	压测条目
U+549F	U+0064	synthetic.bulk	压测条目
U+54A0	U+0065	synthetic.bulk	压测条目
U+54A1	U+0066	synthetic.bulk	压测条目
U+54A2	U+0067	synthetic.bulk	压测条目
U+54A3	U+0068	synthetic.bulk	压测条目
U+54A4	U+0069	synthetic.bulk	压测条目
U+54A5	U+006A	synthetic.bulk	压测条目
U+54A6	U+006B	synthetic.bulk	压测条目
U+54A7	U+006C	synthetic.bulk	压测条目
U+54A8	U+006D	synthetic.bulk	压测条目
U+54A9	U+006E	synthetic.bulk	压测条目
U+54AA	U+006F	synthetic.bulk	压测条目
U+54AB	U+0070	synthetic.bulk	压测条目
U+54AC	U+0071	synthetic.bulk	压测条目
U+54AD	U+0072	synthetic.bulk	压测条目
U+54AE	U+0073	synthetic.bulk	压测条目
U+54AF	U+0074	synthetic.bulk	压测条目
U+54B0	U+0075	synthetic.bulk	压测条目
U+54B1	U+0076	synthetic.bulk	压测条目
U+54B2	U+0077	synthetic.bulk	压测条目
U+54B3	U+0078	synthetic.bulk	压测条目
U+54B4	U+0079	synthetic.bulk	压测条目
U+54B5	U+007A	synthetic.bulk	压测条目
U+54B6	U+0030	synthetic.bulk	压测条目
U+54B7	U+0031	synthetic.bulk	压测条目
U+54B8	U+0032	synthetic.bulk	压测条目
U+54B9	U+0033	synthetic.bulk	压测条目
U+54BA	U+0034	synthetic.bulk	压测条目
U+54BB	U+0035	synthetic.bulk	压测条目
U+54BC	U+0036	synthetic.bulk	压测条目
U+54BD	U+0037	synthetic.bulk	压测条目
U+54BE	U+0038	synthetic.bulk	压测条目
U+54BF	U+0039	synthetic.bulk	压测条目
U+54C0	U+0061	synthetic.bulk	压测条目
U+54C1	U+0062	synthetic.bulk	压测条目
U+54C2	U+0063	synthetic.bulk	压测条目
U+54C3	U+0064	synthetic.bulk	压测条目
U+54C4	U+0065	synthetic.bulk	压测条目
U+54C5	U+0066	synthetic.bulk	压测条目
U+54C6	U+0067	synthetic.bulk	压测条目
U+54C7	U+0068	synthetic.bulk	压测条目
U+54C8	U+0069	synthetic.bulk	压测条目
U+54C9	U+006A	synthetic.bulk	压测条目
U+54CA	U+006B	synthetic.bulk	压测条目
U+54CB	U+006C	synthetic.bulk	压测条目
U+54CC	U+006D	synthetic.bulk	压测条目
U+54CD	U+006E	synthetic.bulk	压测条目
U+54CE	U+006F	synthetic.bulk	压测条目
U+54CF	U+0070	synthetic.bulk	压测条目
U+54D0	U+0071	synthetic.bulk	压测条目
U+54D1	U+0072	synthetic.bulk	压测条目
U+54D2	U+0073	synthetic.bulk	压测条目
U+54D3	U+0074	synthetic.bulk	压测条目
U+54D4	U+0075	synthetic.bulk	压测条目
U+54D5	U+0076	synthetic.bulk	压测条目
U+54D6	U+0077	synthetic.bulk	压测条目
U+54D7	U+0078	synthetic.bulk	压测条目
U+54D8	U+0079	synthetic.bulk	压测条目
U+54D9	U+007A	synthetic.bulk	压测条目
U+54DA	U+0030	synthetic.bulk	压测条目
U+54DB	U+0031	synthetic.bulk	压测条目
U+54DC	U+0032	synthetic.bulk	压测条目
U+54DD	U+0033	synthetic.bulk	压测条目
U+54DE	U+0034	synthetic.bulk	压测条目
U+54DF	U+0035	synthetic.bulk	压测条目
U+54E0	U+0036	synthetic.bulk	压测条目
U+54E1	U+0037	synthetic.bulk	压测条目
U+54E2	U+0038	synthetic.bulk	压测条目
U+54E3	U+0039	synthetic.bulk	压测条目
U+54E4	U+0061	synthetic.bulk	压测条目
U+54E5	U+0062	synthetic.bulk	压测条目
U+54E6	U+0063	synthetic.bulk	压测条目
U+54E7	U+0064	synthetic.bulk	压测条目
U+54E8	U+0065	synthetic.bulk	压测条目
U+54E9	U+0066	synthetic.bulk	压测条目
U+54EA	U+0067	synthetic.bulk	压测条目
U+54EB	U+0068	synthetic.bulk	压测条目
U+54EC	U+0069	synthetic.bulk	压测条目
U+54ED	U+006A	synthetic.bulk	压测条目
U+54EE	U+006B	synthetic.bulk	压测条目
U+54EF	U+006C	synthetic.bulk	压测条目
U+54F0	U+006D	synthetic.bulk	压测条目
U+54F1	U+006E	synthetic.bulk	压测条目
U+54F2	U+006F	synthetic.bulk	压测条目
U+54F3	U+0070	synthetic.bulk	压测条目
U+54F4	U+0071	synthetic.bulk	压测条目
U+54F5	U+0072	synthetic.bulk	压测条目
U+54F6	U+0073	synthetic.bulk	压测条目
U+54F7	U+0074	synthetic.bulk	压测条目
U+54F8	U+0075	synthetic.bulk	压测条目
U+54F9	U+0076	synthetic.bulk	压测条目
U+54FA	U+0077	synthetic.bulk	压测条目
U+54FB	U+0078	synthetic.bulk	压测条目
U+54FC	U+0079	synthetic.bulk	压测条目
U+54FD	U+007A	synthetic.bulk	压测条目
U+54FE	U+0030	synthetic.bulk	压测条目
U+54FF	U+0031	synthetic.bulk	压测条目
U+5500	U+0032	synthetic.bulk	压测条目
U+5501	U+0033	synthetic.bulk	压测条目
U+5502	U+0034	synthetic.bulk	压测条目
U+5503	U+0035	synthetic.bulk	压测条目
U+5504	U+0036	synthetic.bulk	压测条目
U+5505	U+0037	synthetic.bulk	压测条目
U+5506	U+0038	synthetic.bulk	压测条目
U+5507	U+0039	synthetic.bulk	压测条目
U+5508	U+0061	synthetic.bulk	压测条目
U+5509	U+0062	synthetic.bulk	压测条目
U+550A	U+0063	synthetic.bulk	压测条目
U+550B	U+0064	synthetic.bulk	压测条目
U+550C	U+0065	synthetic.bulk	压测条目
U+550D	U+0066	synthetic.bulk	压测条目
U+550E	U+0067	synthetic.bulk	压测条目
U+550F	U+0068	synthetic.bulk	压测条目
U+5510	U+0069	synthetic.bulk	压测条目
U+5511	U+006A	synthetic.bulk	压测条目
U+5512	U+006B	synthetic.bulk	压测条目
U+5513	U+006C	synthetic.bulk	压测条目
U+5514	U+006D	synthetic.bulk	压测条目
U+5515	U+006E	synthetic.bulk	压测条目
U+5516	U+006F	synthetic.bulk	压测条目
U+5517	U+0070	synthetic.bulk	压测条目
U+5518	U+0071	synthetic.bulk	压测条目
U+5519	U+0072	synthetic.bulk	压测条目
U+551A	U+0073	synthetic.bulk	压测条目
U+551B	U+0074	synthetic.bulk	压测条目
U+551C	U+0075	synthetic.bulk	压测条目
U+551D	U+0076	synthetic.bulk	压测条目
U+551E	U+0077	synthetic.bulk	压测条目
U+551F	U+0078	synthetic.bulk	压测条目
U+5520	U+0079	synthetic.bulk	压测条目
U+5521	U+007A	synthetic.bulk	压测条目
U+5522	U+0030	synthetic.bulk	压测条目
U+5523	U+0031	synthetic.bulk	压测条目
U+5524	U+0032	synthetic.bulk	压测条目
U+5525	U+0033	synthetic.bulk	压测条目
U+5526	U+0034	synthetic.bulk	压测条目
U+5527	U+0035	synthetic.bulk	压测条目
U+5528	U+0036	synthetic.bulk	压测条目
U+5529	U+0037	synthetic.bulk	压测条目
U+552A	U+0038	synthetic.bulk	压测条目
U+552B	U+0039	synthetic.bulk	压测条目
U+552C	U+0061	synthetic.bulk	压测条目
U+552D	U+0062	synthetic.bulk	压测条目
U+552E	U+0063	synthetic.bulk	压测条目
U+552F	U+0064	synthetic.bulk	压测条目
U+5530	U+0065	synthetic.bulk	压测条目
U+5531	U+0066	synthetic.bulk	压测条目
U+5532	U+0067	synthetic.bulk	压测条目
U+5533	U+0068	synthetic.bulk	压测条目
U+5534	U+0069	synthetic.bulk	压测条目
U+5535	U+006A	synthetic.bulk	压测条目
U+5536	U+006B	synthetic.bulk	压测条目
U+5537	U+006C	synthetic.bulk	压测条目
U+5538	U+006D	synthetic.bulk	压测条目
U+5539	U+006E	synthetic.bulk	压测条目
U+553A	U+006F	synthetic.bulk	压测条目
U+553B	U+0070	synthetic.bulk	压测条目
U+553C	U+0071	synthetic.bulk	压测条目
U+553D	U+0072	synthetic.bulk	压测条目
U+553E	U+0073	synthetic.bulk	压测条目
U+553F	U+0074	synthetic.bulk	压测条目
U+5540	U+0075	synthetic.bulk	压测条目
U+5541	U+0076	synthetic.bulk	压测条目
U+5542	U+0077	synthetic.bulk	压测条目
U+5543	U+0078	synthetic.bulk	压测条目
U+5544	U+0079	synthetic.bulk	压测条目
U+5545	U+007A	synthetic.bulk	压测条目
U+5546	U+0030	synthetic.bulk	压测条目
U+5547	U+0031	synthetic.bulk	压测条目
U+5548	U+0032	synthetic.bulk	压测条目
U+5549	U+0033	synthetic.bulk	压测条目
U+554A	U+0034	synthetic.bulk	压测条目
U+554B	U+0035	synthetic.bulk	压测条目
U+554C	U+0036	synthetic.bulk	压测条目
U+554D	U+0037	synthetic.bulk	压测条目
U+554E	U+0038	synthetic.bulk	压测条目
U+554F	U+0039	synthetic.bulk	压测条目
U+5550	U+0061	synthetic.bulk	压测条目
U+5551	U+0062	synthetic.bulk	压测条目
U+5552	U+0063	synthetic.bulk	压测条目
U+5553	U+0064	synthetic.bulk	压测条目
U+5554	U+0065	synthetic.bulk	压测条目
U+5555	U+0066	synthetic.bulk	压测条目
U+5556	U+0067	synthetic.bulk	压测条目
U+5557	U+0068	synthetic.bulk	压测条目
U+5558	U+0069	synthetic.bulk	压测条目
U+5559	U+006A	synthetic.bulk	压测条目
U+555A	U+006B	synthetic.bulk	压测条目
U+555B	U+006C	synthetic.bulk	压测条目
U+555C	U+006D	synthetic.bulk	压测条目
U+555D	U+006E	synthetic.bulk	压测条目
U+555E	U+006F	synthetic.bulk	压测条目
U+555F	U+0070	synthetic.bulk	压测条目
U+5560	U+0071	synthetic.bulk	压测条目
U+5561	U+0072	synthetic.bulk	压测条目
U+5562	U+0073	synthetic.bulk	压测条目
U+5563	U+0074	synthetic.bulk	压测条目
U+5564	U+0075	synthetic.bulk	压测条目
U+5565	U+0076	synthetic.bulk	压测条目
U+5566	U+0077	synthetic.bulk	压测条目
U+5567	U+0078	synthetic.bulk	压测条目
U+5568	U+0079	synthetic.bulk	压测条目
U+5569	U+007A	synthetic.bulk	压测条目
U+556A	U+0030	synthetic.bulk	压测条目
U+556B	U+0031	synthetic.bulk	压测条目
U+556C	U+0032	synthetic.bulk	压测条目
U+556D	U+0033	synthetic.bulk	压测条目
U+556E	U+0034	synthetic.bulk	压测条目
U+556F	U+0035	synthetic.bulk	压测条目
U+5570	U+0036	synthetic.bulk	压测条目
U+5571	U+0037	synthetic.bulk	压测条目
U+5572	U+0038	synthetic.bulk	压测条目
U+5573	U+0039	synthetic.bulk	压测条目
U+5574	U+0061	synthetic.bulk	压测条目
U+5575	U+0062	synthetic.bulk	压测条目
U+5576	U+0063	synthetic.bulk	压测条目
U+5577	U+0064	synthetic.bulk	压测条目
U+5578	U+0065	synthetic.bulk	压测条目
U+5579	U+0066	synthetic.bulk	压测条目
U+557A	U+0067	synthetic.bulk	压测条目
U+557B	U+0068	synthetic.bulk	压测条目
U+557C	U+0069	synthetic.bulk	压测条目
U+557D	U+006A	synthetic.bulk	压测条目
U+557E	U+006B	synthetic.bulk	压测条目
U+557F	U+006C	synthetic.bulk	压测条目
U+5580	U+006D	synthetic.bulk	压测条目
U+5581	U+006E	synthetic.bulk	压测条目
U+5582	U+006F	synthetic.bulk	压测条目
U+5583	U+0070	synthetic.bulk	压测条目
U+5584	U+0071	synthetic.bulk	压测条目
U+5585	U+0072	synthetic.bulk	压测条目
U+5586	U+0073	synthetic.bulk	压测条目
U+5587	U+0074	synthetic.bulk	压测条目
U+5588	U+0075	synthetic.bulk	压测条目
U+5589	U+0076	synthetic.bulk	压测条目
U+558A	U+0077	synthetic.bulk	压测条目
U+558B	U+0078	synthetic.bulk	压测条目
U+558C	U+0079	synthetic.bulk	压测条目
U+558D	U+007A	synthetic.bulk	压测条目
U+558E	U+0030	synthetic.bulk	压测条目
U+558F	U+0031	synthetic.bulk	压测条目
U+5590	U+0032	synthetic.bulk	压测条目
U+5591	U+0033	synthetic.bulk	压测条目
U+5592	U+0034	synthetic.bulk	压测条目
U+5593	U+0035	synthetic.bulk	压测条目
U+5594	U+0036	synthetic.bulk	压测条目
U+5595	U+0037	synthetic.bulk	压测条目
U+5596	U+0038	synthetic.bulk	压测条目
U+5597	U+0039	synthetic.bulk	压测条目
U+5598	U+0061	synthetic.bulk	压测条目
U+5599	U+0062	synthetic.bulk	压测条目
U+559A	U+0063	synthetic.bulk	压测条目
U+559B	U+0064	synthetic.bulk	压测条目
U+559C	U+0065	synthetic.bulk	压测条目
U+559D	U+0066	synthetic.bulk	压测条目
U+559E	U+0067	synthetic.bulk	压测条目
U+559F	U+0068	synthetic.bulk	压测条目
U+55A0	U+0069	synthetic.bulk	压测条目
U+55A1	U+006A	synthetic.bulk	压测条目
U+55A2	U+006B	synthetic.bulk	压测条目
U+55A3	U+006C	synthetic.bulk	压测条目
U+55A4	U+006D	synthetic.bulk	压测条目
U+55A5	U+006E	synthetic.bulk	压测条目
U+55A6	U+006F	synthetic.bulk	压测条目
U+55A7	U+0070	synthetic.bulk	压测条目
U+55A8	U+0071	synthetic.bulk	压测条目
U+55A9	U+0072	synthetic.bulk	压测条目
U+55AA	U+0073	synthetic.bulk	压测条目
U+55AB	U+0074	synthetic.bulk	压测条目
U+55AC	U+0075	synthetic.bulk	压测条目
U+55AD	U+0076	synthetic.bulk	压测条目
U+55AE	U+0077	synthetic.bulk	压测条目
U+55AF	U+0078	synthetic.bulk	压测条目
U+55B0	U+0079	synthetic.bulk	压测条目
U+55B1	U+007A	synthetic.bulk	压测条目
U+55B2	U+0030	synthetic.bulk	压测条目
U+55B3	U+0031	synthetic.bulk	压测条目
U+55B4	U+0032	synthetic.bulk	压测条目
U+55B5	U+0033	synthetic.bulk	压测条目
U+55B6	U+0034	synthetic.bulk	压测条目
U+55B7	U+0035	synthetic.bulk	压测条目
U+55B8	U+0036	synthetic.bulk	压测条目
U+55B9	U+0037	synthetic.bulk	压测条目
U+55BA	U+0038	synthetic.bulk	压测条目
U+55BB	U+0039	synthetic.bulk	压测条目
U+55BC	U+0061	synthetic.bulk	压测条目
U+55BD	U+0062	synthetic.bulk	压测条目
U+55BE	U+0063	synthetic.bulk	压测条目
U+55BF	U+0064	synthetic.bulk	压测条目
U+55C0	U+0065	synthetic.bulk	压测条目
U+55C1	U+0066	synthetic.bulk	压测条目
U+55C2	U+0067	synthetic.bulk	压测条目
U+55C3	U+0068	synthetic.bulk	压测条目
U+55C4	U+0069	synthetic.bulk	压测条目
U+55C5	U+006A	synthetic.bulk	压测条目
U+55C6	U+006B	synthetic.bulk	压测条目
U+55C7	U+006C	synthetic.bulk	压测条目
U+55C8	U+006D	synthetic.bulk	压测条目
U+55C9	U+006E	synthetic.bulk	压测条目
U+55CA	U+006F	synthetic.bulk	压测条目
U+55CB	U+0070	synthetic.bulk	压测条目
U+55CC	U+0071	synthetic.bulk	压测条目
U+55CD	U+0072	synthetic.bulk	压测条目
U+55CE	U+0073	synthetic.bulk	压测条目
U+55CF	U+0074	synthetic.bulk	压测条目
U+55D0	U+0075	synthetic.bulk	压测条目
U+55D1	U+0076	synthetic.bulk	压测条目
U+55D2	U+0077	synthetic.bulk	压测条目
U+55D3	U+0078	synthetic.bulk	压测条目
U+55D4	U+0079	synthetic.bulk	压测条目
U+55D5	U+007A	synthetic.bulk	压测条目
U+55D6	U+0030	synthetic.bulk	压测条目
U+55D7	U+0031	synthetic.bulk	压测条目
U+55D8	U+0032	synthetic.bulk	压测条目
U+55D9	U+0033	synthetic.bulk	压测条目
U+55DA	U+0034	synthetic.bulk	压测条目
U+55DB	U+0035	synthetic.bulk	压测条目
U+55DC	U+0036	synthetic.bulk	压测条目
U+55DD	U+0037	synthetic.bulk	压测条目
U+55DE	U+0038	synthetic.bulk	压测条目
U+55DF	U+0039	synthetic.bulk	压测条目
U+55E0	U+0061	synthetic.bulk	压测条目
U+55E1	U+0062	synthetic.bulk	压测条目
U+55E2	U+0063	synthetic.bulk	压测条目
U+55E3	U+0064	synthetic.bulk	压测条目
U+55E4	U+0065	synthetic.bulk	压测条目
U+55E5	U+0066	synthetic.bulk	压测条目
U+55E6	U+0067	synthetic.bulk	压测条目
U+55E7	U+0068	synthetic.bulk	压测条目
U+55E8	U+0069	synthetic.bulk	压测条目
U+55E9	U+006A	synthetic.bulk	压测条目
U+55EA	U+006B	synthetic.bulk	压测条目
U+55EB	U+006C	synthetic.bulk	压测条目
U+55EC	U+006D	synthetic.bulk	压测条目
U+55ED	U+006E	synthetic.bulk	压测条目
U+55EE	U+006F	synthetic.bulk	压测条目
U+55EF	U+0070	synthetic.bulk	压测条目
U+55F0	U+0071	synthetic.bulk	压测条目
U+55F1	U+0072	synthetic.bulk	压测条目
U+55F2	U+0073	synthetic.bulk	压测条目
U+55F3	U+0074	synthetic.bulk	压测条目
U+55F4	U+0075	synthetic.bulk	压测条目
U+55F5	U+0076	synthetic.bulk	压测条目
U+55F6	U+0077	synthetic.bulk	压测条目
U+55F7	U+0078	synthetic.bulk	压测条目
U+55F8	U+0079	synthetic.bulk	压测条目
U+55F9	U+007A	synthetic.bulk	压测条目
U+55FA	U+0030	synthetic.bulk	压测条目
U+55FB	U+0031	synthetic.bulk	压测条目
U+55FC	U+0032	synthetic.bulk	压测条目
U+55FD	U+0033	synthetic.bulk	压测条目
U+55FE	U+0034	synthetic.bulk	压测条目
U+55FF	U+0035	synthetic.bulk	压测条目
U+5600	U+0036	synthetic.bulk	压测条目
U+5601	U+0037	synthetic.bulk	压测条目
U+5602	U+0038	synthetic.bulk	压测条目
U+5603	U+0039	synthetic.bulk	压测条目
U+5604	U+0061	synthetic.bulk	压测条目
U+5605	U+0062	synthetic.bulk	压测条目
U+5606	U+0063	synthetic.bulk	压测条目
U+5607	U+0064	synthetic.bulk	压测条目
U+5608	U+0065	synthetic.bulk	压测条目
U+5609	U+0066	synthetic.bulk	压测条目
U+560A	U+0067	synthetic.bulk	压测条目
U+560B	U+0068	synthetic.bulk	压测条目
U+560C	U+0069	synthetic.bulk	压测条目
U+560D	U+006A	synthetic.bulk	压测条目
U+560E	U+006B	synthetic.bulk	压测条目
U+560F	U+006C	synthetic.bulk	压测条目
U+5610	U+006D	synthetic.bulk	压测条目
U+5611	U+006E	synthetic.bulk	压测条目
U+5612	U+006F	synthetic.bulk	压测条目
U+5613	U+0070	synthetic.bulk	压测条目
U+5614	U+0071	synthetic.bulk	压测条目
U+5615	U+0072	synthetic.bulk	压测条目
U+5616	U+0073	synthetic.bulk	压测条目
U+5617	U+0074	synthetic.bulk	压测条目
U+5618	U+0075	synthetic.bulk	压测条目
U+5619	U+0076	synthetic.bulk	压测条目
U+561A	U+0077	synthetic.bulk	压测条目
U+561B	U+0078	synthetic.bulk	压测条目
U+561C	U+0079	synthetic.bulk	压测条目
U+561D	U+007A	synthetic.bulk	压测条目
U+561E	U+0030	synthetic.bulk	压测条目
U+561F	U+0031	synthetic.bulk	压测条目
U+5620	U+0032	synthetic.bulk	压测条目
U+5621	U+0033	synthetic.bulk	压测条目
U+5622	U+0034	synthetic.bulk	压测条目
U+5623	U+0035	synthetic.bulk	压测条目
U+5624	U+0036	synthetic.bulk	压测条目
U+5625	U+0037	synthetic.bulk	压测条目
U+5626	U+0038	synthetic.bulk	压测条目
U+5627	U+0039	synthetic.bulk	压测条目
U+5628	U+0061	synthetic.bulk	压测条目
U+5629	U+0062	synthetic.bulk	压测条目
U+562A	U+0063	synthetic.bulk	压测条目
U+562B	U+0064	synthetic.bulk	压测条目
U+562C	U+0065	synthetic.bulk	压测条目
U+562D	U+0066	synthetic.bulk	压测条目
U+562E	U+0067	synthetic.bulk	压测条目
U+562F	U+0068	synthetic.bulk	压测条目
U+5630	U+0069	synthetic.bulk	压测条目
U+5631	U+006A	synthetic.bulk	压测条目
U+5632	U+006B	synthetic.bulk	压测条目
U+5633	U+006C	synthetic.bulk	压测条目
U+5634	U+006D	synthetic.bulk	压测条目
U+5635	U+006E	synthetic.bulk	压测条目
U+5636	U+006F	synthetic.bulk	压测条目
U+5637	U+0070	synthetic.bulk	压测条目
U+5638	U+0071	synthetic.bulk	压测条目
U+5639	U+0072	synthetic.bulk	压测条目
U+563A	U+0073	synthetic.bulk	压测条目
U+563B	U+0074	synthetic.bulk	压测条目
U+563C	U+0075	synthetic.bulk	压测条目
U+563D	U+0076	synthetic.bulk	压测条目
U+563E	U+0077	synthetic.bulk	压测条目
U+563F	U+0078	synthetic.bulk	压测条目
U+5640	U+0079	synthetic.bulk	压测条目
U+5641	U+007A	synthetic.bulk	压测条目
U+5642	U+0030	synthetic.bulk	压测条目
U+5643	U+0031	synthetic.bulk	压测条目
U+5644	U+0032	synthetic.bulk	压测条目
U+5645	U+0033	synthetic.bulk	压测条目
U+5646	U+0034	synthetic.bulk	压测条目
U+5647	U+0035	synthetic.bulk	压测条目
U+5648	U+0036	synthetic.bulk	压测条目
U+5649	U+0037	synthetic.bulk	压测条目
U+564A	U+0038	synthetic.bulk	压测条目
U+564B	U+0039	synthetic.bulk	压测条目
U+564C	U+0061	synthetic.bulk	压测条目
U+564D	U+0062	synthetic.bulk	压测条目
U+564E	U+0063	synthetic.bulk	压测条目
U+564F	U+0064	synthetic.bulk	压测条目
U+5650	U+0065	synthetic.bulk	压测条目
U+5651	U+0066	synthetic.bulk	压测条目
U+5652	U+0067	synthetic.bulk	压测条目
U+5653	U+0068	synthetic.bulk	压测条目
U+5654	U+0069	synthetic.bulk	压测条目
U+5655	U+006A	synthetic.bulk	压测条目
